50m*,100m*,150m,180m,200m,50-100m,100-150m,150-200m,180-200m,50-150m,100-200m
6.74,12.21,17.91,21.54,24.04,5.47,5.7,6.13,2.5,11.17,11.83
,12.04,17.94,21.58,24.05,,5.9,6.11,2.47,,12.01
,12.02,,,24.05,,,,,,12.03
6.59,12.04,17.77,21.47,24.05,5.45,5.73,6.28,2.58,11.18,12.01
,12.03,,,24.05,,,,,,12.02
6.81,12.11,18.04,21.64,24.05,5.3,5.93,6.01,2.41,11.23,11.94
6.59,12.06,17.83,21.51,24.05,5.47,5.77,6.22,2.54,11.24,11.99
6.54,11.98,17.71,21.45,24.06,5.44,5.73,6.35,2.61,11.17,12.08
6.62,12.15,17.91,21.55,24.06,5.53,5.76,6.15,2.51,11.29,11.91
,12.2,,,24.06,,,,,,11.86
6.79,12.25,17.85,21.51,24.07,5.46,5.6,6.22,2.56,11.06,11.82
6.6,12.06,17.79,21.49,24.07,5.46,5.73,6.28,2.58,11.19,12.01
6.59,12.08,17.79,21.49,24.08,5.49,5.71,6.29,2.59,11.2,12
6.59,12,17.82,21.53,24.09,5.41,5.82,6.27,2.56,11.23,12.09
6.23,12.23,17.94,21.58,24.09,6,5.71,6.15,2.51,11.71,11.86
6.76,12.26,17.95,21.58,24.1,5.5,5.69,6.15,2.52,11.19,11.84
6.58,12.1,17.89,21.57,24.1,5.52,5.79,6.21,2.53,11.31,12
6.53,11.96,17.79,21.52,24.11,5.43,5.83,6.32,2.59,11.26,12.15
,12.49,,,24.11,,,,,,11.62
6.81,12.37,18.05,21.64,24.11,5.56,5.68,6.06,2.47,11.24,11.74
6.75,12.27,17.91,21.56,24.11,5.52,5.64,6.2,2.55,11.16,11.84
6.12,12.02,17.85,21.55,24.11,5.9,5.83,6.26,2.56,11.73,12.09
6.67,12.23,17.94,21.59,24.11,5.56,5.71,6.17,2.52,11.27,11.88
6.72,12.37,18.02,21.63,24.12,5.65,5.65,6.1,2.49,11.3,11.75
,12.15,17.89,21.57,24.12,,5.74,6.23,2.55,,11.97
,12.24,17.95,21.6,24.12,,5.71,6.17,2.52,,11.88
6.67,12.14,17.89,21.57,24.12,5.47,5.75,6.23,2.55,11.22,11.98
6.73,12.24,17.99,21.63,24.13,5.51,5.75,6.14,2.5,11.26,11.89
,12.16,17.88,21.57,24.13,,5.72,6.25,2.56,,11.97
6.66,12.11,17.86,21.56,24.14,5.45,5.75,6.28,2.58,11.2,12.03
,12.39,,,24.15,,,,,,11.76
6.69,12.14,17.97,21.64,24.15,5.45,5.83,6.18,2.51,11.28,12.01
6.53,11.99,17.81,21.55,24.15,5.46,5.82,6.34,2.6,11.28,12.16
6.66,12.16,17.91,21.6,24.15,5.5,5.75,6.24,2.55,11.25,11.99
6.67,12.21,17.96,21.62,24.15,5.54,5.75,6.19,2.53,11.29,11.94
6.73,12.22,18.01,21.66,24.16,5.49,5.79,6.15,2.5,11.28,11.94
,12.19,17.89,21.59,24.17,,5.7,6.28,2.58,,11.98
6.72,12.2,17.93,21.61,24.17,5.48,5.73,6.24,2.56,11.21,11.97
6.71,11.98,17.8,21.56,24.18,5.27,5.82,6.38,2.62,11.09,12.2
6.56,12.07,17.95,21.65,24.18,5.51,5.88,6.23,2.53,11.39,12.11
6.6,12.1,17.8,21.55,24.18,5.5,5.7,6.38,2.63,11.2,12.08
6.58,12.16,17.86,21.58,24.18,5.58,5.7,6.32,2.6,11.28,12.02
,12.25,17.99,21.65,24.19,,5.74,6.2,2.54,,11.94
6.57,12.01,17.82,21.57,24.19,5.44,5.81,6.37,2.62,11.25,12.18
6.64,12.17,17.94,21.63,24.19,5.53,5.77,6.25,2.56,11.3,12.02
6.61,12.17,17.97,21.65,24.19,5.56,5.8,6.22,2.54,11.36,12.02
6.65,12.25,18.04,21.69,24.19,5.6,5.79,6.15,2.5,11.39,11.94
6.59,12.15,17.95,21.65,24.2,5.56,5.8,6.25,2.55,11.36,12.05
,12,,,24.2,,,,,,12.2
6.19,12.21,17.98,21.66,24.2,6.02,5.77,6.22,2.54,11.79,11.99
6.6,12.04,17.82,21.58,24.2,5.44,5.78,6.38,2.62,11.22,12.16
,12.15,,,24.21,,,,,,12.06
6.74,12.4,18.18,21.77,24.21,5.66,5.78,6.03,2.44,11.44,11.81
6.45,11.81,17.63,21.49,24.21,5.36,5.82,6.58,2.72,11.18,12.4
6.78,12.39,18.15,21.75,24.21,5.61,5.76,6.06,2.46,11.37,11.82
6.71,12.2,17.95,21.64,24.21,5.49,5.75,6.26,2.57,11.24,12.01
6.56,12.07,17.93,21.65,24.21,5.51,5.86,6.28,2.56,11.37,12.14
6.31,12.36,18.07,21.7,24.21,6.05,5.71,6.14,2.51,11.76,11.85
6.53,11.93,17.68,21.5,24.21,5.4,5.75,6.53,2.71,11.15,12.28
6.64,12.26,18,21.67,24.21,5.62,5.74,6.21,2.54,11.36,11.95
,12.48,18.15,21.74,24.22,,5.67,6.07,2.48,,11.74
6.71,12.47,18.04,21.67,24.22,5.76,5.57,6.18,2.55,11.33,11.75
6.67,12.17,17.85,21.59,24.22,5.5,5.68,6.37,2.63,11.18,12.05
6.72,12.34,18.1,21.73,24.22,5.62,5.76,6.12,2.49,11.38,11.88
6.5,11.9,17.8,21.59,24.22,5.4,5.9,6.42,2.63,11.3,12.32
6.75,12.34,18.06,21.71,24.23,5.59,5.72,6.17,2.52,11.31,11.89
6.7,12.19,17.97,21.67,24.23,5.49,5.78,6.26,2.56,11.27,12.04
6.71,12.26,18.04,21.7,24.23,5.55,5.78,6.19,2.53,11.33,11.97
,12.45,,,24.23,,,,,,11.78
6.73,12.43,17.96,21.64,24.24,5.7,5.53,6.28,2.6,11.23,11.81
6.71,12.24,17.99,21.68,24.24,5.53,5.75,6.25,2.56,11.28,12
,12.22,18.06,21.73,24.25,,5.84,6.19,2.52,,12.03
6.73,12.17,17.92,21.65,24.25,5.44,5.75,6.33,2.6,11.19,12.08
6.65,12.1,17.97,21.69,24.25,5.45,5.87,6.28,2.56,11.32,12.15
6.8,12.45,18.15,21.76,24.25,5.65,5.7,6.1,2.49,11.35,11.8
6.59,12.25,18.02,21.7,24.25,5.66,5.77,6.23,2.55,11.43,12
6.53,12,17.8,21.6,24.26,5.47,5.8,6.46,2.66,11.27,12.26
,12.48,18.16,21.77,24.27,,5.68,6.11,2.5,,11.79
6.58,12.07,17.93,21.68,24.27,5.49,5.86,6.34,2.59,11.35,12.2
6.69,12.14,17.93,21.67,24.27,5.45,5.79,6.34,2.6,11.24,12.13
6.5,11.9,17.7,21.55,24.27,5.4,5.8,6.57,2.72,11.2,12.37
6.59,12.19,18.01,21.71,24.27,5.6,5.82,6.26,2.56,11.42,12.08
,12.34,,,24.28,,,,,,11.94
6.78,12.32,18.05,21.73,24.28,5.54,5.73,6.23,2.55,11.27,11.96
6.75,12.26,18,21.7,24.28,5.51,5.74,6.28,2.58,11.25,12.02
6.7,12.16,17.93,21.67,24.28,5.46,5.77,6.35,2.61,11.23,12.12
6.74,12.29,18.07,21.74,24.28,5.55,5.78,6.21,2.54,11.33,11.99
,12.3,,,24.28,,,,,,11.98
6.7,12.18,17.95,21.69,24.29,5.48,5.77,6.34,2.6,11.25,12.11
,12.05,17.89,21.66,24.29,,5.84,6.4,2.63,,12.24
,12.19,17.93,21.67,24.29,,5.74,6.36,2.62,,12.1
6.61,12.14,18.01,21.73,24.29,5.53,5.87,6.28,2.56,11.4,12.15
6.9,12.49,18.32,21.89,24.29,5.59,5.83,5.97,2.4,11.42,11.8
,12,,,24.3,,,,,,12.3
,12.2,,,24.3,,,,,,12.1
6.78,12.19,18,21.72,24.3,5.41,5.81,6.3,2.58,11.22,12.11
6.6,12.2,18.01,21.73,24.3,5.6,5.81,6.29,2.57,11.41,12.1
6.33,12.35,18.07,21.75,24.3,6.02,5.72,6.23,2.55,11.74,11.95
6.67,12.25,18.08,21.77,24.3,5.58,5.83,6.22,2.53,11.41,12.05
,11.9,,,24.3,,,,,,12.4
6.67,12.2,18.02,21.74,24.31,5.53,5.82,6.29,2.57,11.35,12.11
6.66,12.17,17.95,21.7,24.31,5.51,5.78,6.36,2.61,11.29,12.14
6.25,12.38,18.13,21.79,24.31,6.13,5.75,6.18,2.52,11.88,11.93
6.64,12.18,18.02,21.74,24.32,5.54,5.84,6.3,2.58,11.38,12.14
6.67,12.2,17.93,21.68,24.32,5.53,5.73,6.39,2.64,11.26,12.12
7.35,12.3,18.01,21.72,24.32,4.95,5.71,6.31,2.6,10.66,12.02
6.8,12.28,18.03,21.74,24.33,5.48,5.75,6.3,2.59,11.23,12.05
,12.25,,,24.33,,,,,,12.08
6.7,12.1,17.89,21.68,24.33,5.4,5.79,6.44,2.65,11.19,12.23
6.53,12.35,18.13,21.8,24.33,5.82,5.78,6.2,2.53,11.6,11.98
,12.12,,,24.34,,,,,,12.22
6.81,12.52,18.09,21.76,24.34,5.71,5.57,6.25,2.58,11.28,11.82
6.25,12.29,18.04,21.75,24.34,6.04,5.75,6.3,2.59,11.79,12.05
,11.95,,,24.34,,,,,,12.39
6.61,12.17,18.1,21.81,24.35,5.56,5.93,6.25,2.54,11.49,12.18
6.8,12.37,18.15,21.82,24.35,5.57,5.78,6.2,2.53,11.35,11.98
6.71,12.5,18.3,21.9,24.35,5.79,5.8,6.05,2.45,11.59,11.85
6.75,12.26,17.98,21.72,24.35,5.51,5.72,6.37,2.63,11.23,12.09
,12.32,18.2,21.86,24.36,,5.88,6.16,2.5,,12.04
,12.28,18.02,21.75,24.36,,5.74,6.34,2.61,,12.08
,12.41,18.21,21.86,24.36,,5.8,6.15,2.5,,11.95
,12.38,,,24.36,,,,,,11.98
6.68,12.14,17.98,21.74,24.36,5.46,5.84,6.38,2.62,11.3,12.22
6.78,12.14,17.97,21.74,24.36,5.36,5.83,6.39,2.62,11.19,12.22
6.64,12.14,17.98,21.74,24.36,5.5,5.84,6.38,2.62,11.34,12.22
6.62,12.11,17.96,21.73,24.36,5.49,5.85,6.4,2.63,11.34,12.25
6.83,12.56,18.14,21.8,24.37,5.73,5.58,6.23,2.57,11.31,11.81
6.68,12.17,17.99,21.75,24.37,5.49,5.82,6.38,2.62,11.31,12.2
6.55,12.29,18.17,21.85,24.37,5.74,5.88,6.2,2.52,11.62,12.08
6.58,12.16,18,21.76,24.37,5.58,5.84,6.37,2.61,11.42,12.21
,12.5,,,24.38,,,,,,11.88
6.8,12.6,18.17,21.82,24.38,5.8,5.57,6.21,2.56,11.37,11.78
6.77,12.21,18.02,21.77,24.38,5.44,5.81,6.36,2.61,11.25,12.17
6.65,12.2,17.98,21.75,24.38,5.55,5.78,6.4,2.63,11.33,12.18
6.55,12.11,18.05,21.8,24.38,5.56,5.94,6.33,2.58,11.5,12.27
6.56,12.07,17.94,21.74,24.38,5.51,5.87,6.44,2.64,11.38,12.31
6.64,12.17,18.04,21.79,24.38,5.53,5.87,6.34,2.59,11.4,12.21
6.59,12.06,17.92,21.72,24.38,5.47,5.86,6.46,2.66,11.33,12.32
,12.28,,,24.38,,,,,,12.1
,12.33,18.15,21.84,24.39,,5.82,6.24,2.55,,12.06
6.78,12.31,18.13,21.83,24.39,5.53,5.82,6.26,2.56,11.35,12.08
6.66,12.21,18.08,21.81,24.39,5.55,5.87,6.31,2.58,11.42,12.18
6.69,12.23,18.05,21.79,24.39,5.54,5.82,6.34,2.6,11.36,12.16
6.7,12.34,18.21,21.88,24.39,5.64,5.87,6.18,2.51,11.51,12.05
6.72,12.19,18.1,21.83,24.39,5.47,5.91,6.29,2.56,11.38,12.2
6.6,12.1,18,21.78,24.39,5.5,5.9,6.39,2.61,11.4,12.29
,12.35,,,24.39,,,,,,12.04
6.8,12.44,18.29,21.92,24.4,5.64,5.85,6.11,2.48,11.49,11.96
6.7,12.31,18.07,21.8,24.4,5.61,5.76,6.33,2.6,11.37,12.09
6.8,12.27,18.12,21.84,24.4,5.47,5.85,6.28,2.56,11.32,12.13
,12.33,18.09,21.81,24.41,,5.76,6.32,2.6,,12.08
6.75,12.35,18.15,21.85,24.41,5.6,5.8,6.26,2.56,11.4,12.06
6.23,12.3,18.19,21.88,24.41,6.07,5.89,6.22,2.53,11.96,12.11
,,18.09,,24.42,,,6.33,,,
6.85,12.44,18.21,21.88,24.42,5.59,5.77,6.21,2.54,11.36,11.98
7.34,12.35,18.03,21.78,24.42,5.01,5.68,6.39,2.64,10.69,12.07
6.83,12.67,18.44,22,24.42,5.84,5.77,5.98,2.42,11.61,11.75
,12.34,,,24.43,,,,,,12.09
6.31,12.25,18.02,21.79,24.43,5.94,5.77,6.41,2.64,11.71,12.18
6.49,12.03,17.94,21.76,24.43,5.54,5.91,6.49,2.67,11.45,12.4
6.78,12.35,18.23,21.91,24.43,5.57,5.88,6.2,2.52,11.45,12.08
6.61,12.16,18.04,21.81,24.43,5.55,5.88,6.39,2.62,11.43,12.27
6.8,12.3,18.1,21.83,24.43,5.5,5.8,6.33,2.6,11.3,12.13
,12.58,,,24.43,,,,,,11.85
,12.26,18.2,21.91,24.44,,5.94,6.24,2.53,,12.18
6.27,12.32,18.12,21.85,24.44,6.05,5.8,6.32,2.59,11.85,12.12
6.69,12.26,18.1,21.84,24.44,5.57,5.84,6.34,2.6,11.41,12.18
6.72,12.27,18.19,21.9,24.44,5.55,5.92,6.25,2.54,11.47,12.17
6.69,12.27,18.13,21.86,24.44,5.58,5.86,6.31,2.58,11.44,12.17
6.68,12.25,18.13,21.87,24.45,5.57,5.88,6.32,2.58,11.45,12.2
,12.43,18.15,21.86,24.45,,5.72,6.3,2.59,,12.02
6.73,12.54,18.17,21.86,24.45,5.81,5.63,6.28,2.59,11.44,11.91
6.36,12.39,18.17,21.88,24.45,6.03,5.78,6.28,2.57,11.81,12.06
6.48,12.07,17.94,21.77,24.45,5.59,5.87,6.51,2.68,11.46,12.38
,12.28,18.12,21.86,24.46,,5.84,6.34,2.6,,12.18
6.67,12.2,18.03,21.82,24.46,5.53,5.83,6.43,2.64,11.36,12.26
6.81,12.54,18.35,21.98,24.46,5.73,5.81,6.11,2.48,11.54,11.92
6.67,12.21,18.1,21.86,24.46,5.54,5.89,6.36,2.6,11.43,12.25
6.64,12.12,17.93,21.76,24.46,5.48,5.81,6.53,2.7,11.29,12.34
,12.17,18.08,21.86,24.47,,5.91,6.39,2.61,,12.3
,12.27,18.21,21.93,24.47,,5.94,6.26,2.54,,12.2
,12.5,18.27,21.94,24.47,,5.77,6.2,2.53,,11.97
6.71,12.33,18.2,21.91,24.47,5.62,5.87,6.27,2.56,11.49,12.14
6.69,12.23,18.13,21.88,24.47,5.54,5.9,6.34,2.59,11.44,12.24
6.83,12.42,18.27,21.95,24.47,5.59,5.85,6.2,2.52,11.44,12.05
6.63,12.17,18.03,21.83,24.48,5.54,5.86,6.45,2.65,11.4,12.31
7.07,12.67,18.33,21.96,24.48,5.6,5.66,6.15,2.52,11.26,11.81
,12.51,18.23,21.92,24.48,,5.72,6.25,2.56,,11.97
6.84,12.43,18.26,21.95,24.48,5.59,5.83,6.22,2.53,11.42,12.05
6.77,12.57,18.2,21.89,24.48,5.8,5.63,6.28,2.59,11.43,11.91
6.76,12.39,18.22,21.93,24.49,5.63,5.83,6.27,2.56,11.46,12.1
6.65,12.18,18.02,21.83,24.49,5.53,5.84,6.47,2.66,11.37,12.31
6.69,12.3,18.18,21.92,24.5,5.61,5.88,6.32,2.58,11.49,12.2
6.78,12.39,18.27,21.97,24.5,5.61,5.88,6.23,2.53,11.49,12.11
,12.25,18.12,21.89,24.51,,5.87,6.39,2.62,,12.26
6.75,12.37,18.26,21.97,24.51,5.62,5.89,6.25,2.54,11.51,12.14
,12.5,18.33,22,24.51,,5.83,6.18,2.51,,12.01
6.27,12.33,18.19,21.93,24.51,6.06,5.86,6.32,2.58,11.92,12.18
6.78,12.32,18.16,21.91,24.52,5.54,5.84,6.36,2.61,11.38,12.2
6.69,12.3,18.21,21.95,24.52,5.61,5.91,6.31,2.57,11.52,12.22
6.84,12.5,18.3,21.99,24.53,5.66,5.8,6.23,2.54,11.46,12.03
,12.62,18.34,22,24.54,,5.72,6.2,2.54,,11.92
6.68,12.27,18.15,21.92,24.54,5.59,5.88,6.39,2.62,11.47,12.27
6.59,12.24,18.13,21.91,24.54,5.65,5.89,6.41,2.63,11.54,12.3
,12.21,18.14,21.93,24.55,,5.93,6.41,2.62,,12.34
,12.65,,,24.55,,,,,,11.9
6.32,12.38,18.21,21.95,24.55,6.06,5.83,6.34,2.6,11.89,12.17
6.19,12.3,18.25,21.99,24.55,6.11,5.95,6.3,2.56,12.06,12.25
6.68,12.28,18.18,21.95,24.55,5.6,5.9,6.37,2.6,11.5,12.27
,12.3,18.17,21.94,24.55,,5.87,6.38,2.61,,12.25
6.32,12.45,18.32,22.02,24.56,6.13,5.87,6.24,2.54,12,12.11
6.3,12.43,18.3,22.01,24.56,6.13,5.87,6.26,2.55,12,12.13
6.78,12.3,18.11,21.9,24.56,5.52,5.81,6.45,2.66,11.33,12.26
6.72,12.26,18.1,21.9,24.56,5.54,5.84,6.46,2.66,11.38,12.3
6.81,12.39,18.2,21.95,24.56,5.58,5.81,6.36,2.61,11.39,12.17
7.05,12.6,18.36,22.03,24.56,5.55,5.76,6.2,2.53,11.31,11.96
,12.59,,,24.57,,,,,,11.98
6.14,12.2,18.11,21.92,24.57,6.06,5.91,6.46,2.65,11.97,12.37
6.95,12.5,18.3,22.01,24.57,5.55,5.8,6.27,2.56,11.35,12.07
,12.25,,,24.58,,,,,,12.33
6.26,12.36,18.26,22,24.58,6.1,5.9,6.32,2.58,12,12.22
6.87,12.41,18.23,21.98,24.58,5.54,5.82,6.35,2.6,11.36,12.17
6.8,12.35,18.22,21.98,24.58,5.55,5.87,6.36,2.6,11.42,12.23
,12.47,,,24.58,,,,,,12.11
7.01,12.56,18.32,22.02,24.59,5.55,5.76,6.27,2.57,11.31,12.03
,12.14,,,24.59,,,,,,12.45
6.8,12.17,18.06,21.91,24.6,5.37,5.89,6.54,2.69,11.26,12.43
,12.32,18.16,21.95,24.6,,5.84,6.44,2.65,,12.28
6.33,12.44,18.23,21.98,24.6,6.11,5.79,6.37,2.62,11.9,12.16
6.89,12.12,18.38,22.12,24.61,5.23,6.26,6.23,2.49,11.49,12.49
6.63,12.25,18.18,21.98,24.61,5.62,5.93,6.43,2.63,11.55,12.36
,12.63,,,24.62,,,,,,11.99
6.88,12.35,18.29,22.04,24.62,5.47,5.94,6.33,2.58,11.41,12.27
,12.55,18.36,22.06,24.62,,5.81,6.26,2.56,,12.07
,12.55,,,24.62,,,,,,12.07
6.78,12.36,18.23,22,24.62,5.58,5.87,6.39,2.62,11.45,12.26
,12.55,,,24.63,,,,,,12.08
6.67,12.33,18.23,22.01,24.63,5.66,5.9,6.4,2.62,11.56,12.3
6.71,12.1,18.08,21.94,24.63,5.39,5.98,6.55,2.69,11.37,12.53
6.65,12.35,18.29,22.05,24.64,5.7,5.94,6.35,2.59,11.64,12.29
6.64,12.38,18.25,22.02,24.64,5.74,5.87,6.39,2.62,11.61,12.26
6.8,12.43,18.33,22.07,24.65,5.63,5.9,6.32,2.58,11.53,12.22
,12.5,,,24.65,,,,,,12.15
6.24,12.29,18.1,21.95,24.66,6.05,5.81,6.56,2.71,11.86,12.37
7.31,12.32,18.11,21.95,24.66,5.01,5.79,6.55,2.71,10.8,12.34
6.76,12.5,18.4,22.11,24.66,5.74,5.9,6.26,2.55,11.64,12.16
,12.52,18.32,22.07,24.68,,5.8,6.36,2.61,,12.16
6.82,12.39,18.29,22.07,24.68,5.57,5.9,6.39,2.61,11.47,12.29
6.55,12.13,18.15,22.01,24.69,5.58,6.02,6.54,2.68,11.6,12.56
6.9,12.58,18.41,22.13,24.7,5.68,5.83,6.29,2.57,11.51,12.12
6.71,12.25,18.22,22.05,24.71,5.54,5.97,6.49,2.66,11.51,12.46
6.32,12.43,18.3,22.08,24.71,6.11,5.87,6.41,2.63,11.98,12.28
6.76,12.41,18.36,22.12,24.71,5.65,5.95,6.35,2.59,11.6,12.3
6.89,12.58,18.51,22.2,24.71,5.69,5.93,6.2,2.51,11.62,12.13
,12.01,,,24.71,,,,,,12.7
6.74,12.25,18.19,22.03,24.71,5.51,5.94,6.52,2.68,11.45,12.46
,12.55,,,24.71,,,,,,12.16
6.68,12.28,18.25,22.07,24.72,5.6,5.97,6.47,2.65,11.57,12.44
6.99,12.93,18.59,22.21,24.72,5.94,5.66,6.13,2.51,11.6,11.79
6.73,12.27,18.2,22.04,24.72,5.54,5.93,6.52,2.68,11.47,12.45
7.39,12.43,18.23,22.04,24.72,5.04,5.8,6.49,2.68,10.84,12.29
6.81,12.34,18.25,22.07,24.73,5.53,5.91,6.48,2.66,11.44,12.39
6.26,12.38,18.26,22.08,24.74,6.12,5.88,6.48,2.66,12,12.36
6.88,12.49,18.41,22.16,24.74,5.61,5.92,6.33,2.58,11.53,12.25
7.24,12.27,18.15,22.02,24.74,5.03,5.88,6.59,2.72,10.91,12.47
6.82,12.47,18.37,22.14,24.74,5.65,5.9,6.37,2.6,11.55,12.27
6.77,12.33,18.29,22.11,24.75,5.56,5.96,6.46,2.64,11.52,12.42
6.9,12.45,18.34,22.12,24.75,5.55,5.89,6.41,2.63,11.44,12.3
7.39,12.47,18.29,22.09,24.75,5.08,5.82,6.46,2.66,10.9,12.28
6.79,12.5,18.39,22.15,24.76,5.71,5.89,6.37,2.61,11.6,12.26
6.63,12.23,18.16,22.04,24.76,5.6,5.93,6.6,2.72,11.53,12.53
6.75,12.39,18.31,22.12,24.77,5.64,5.92,6.46,2.65,11.56,12.38
,12.45,,,24.77,,,,,,12.32
6.83,12.47,18.34,22.13,24.77,5.64,5.87,6.43,2.64,11.51,12.3
6.76,12.41,18.37,22.16,24.77,5.65,5.96,6.4,2.61,11.61,12.36
6.77,12.51,18.29,22.1,24.78,5.74,5.78,6.49,2.68,11.52,12.27
,12.5,18.43,22.19,24.78,,5.93,6.35,2.59,,12.28
6.83,12.5,18.5,22.23,24.78,5.67,6,6.28,2.55,11.67,12.28
6.84,12.28,18.26,22.11,24.78,5.44,5.98,6.52,2.67,11.42,12.5
,12.39,18.3,22.12,24.78,,5.91,6.48,2.66,,12.39
6.99,12.9,18.54,22.21,24.78,5.91,5.64,6.24,2.57,11.55,11.88
6.68,12.29,18.31,22.14,24.78,5.61,6.02,6.47,2.64,11.63,12.49
,12.57,,,24.78,,,,,,12.21
,12.52,18.52,22.25,24.79,,6,6.27,2.54,,12.27
6.29,12.48,18.45,22.21,24.79,6.19,5.97,6.34,2.58,12.16,12.31
6.33,12.44,18.28,22.11,24.79,6.11,5.84,6.51,2.68,11.95,12.35
6.72,12.37,18.4,22.19,24.79,5.65,6.03,6.39,2.6,11.68,12.42
6.82,12.52,18.42,22.19,24.79,5.7,5.9,6.37,2.6,11.6,12.27
7.29,12.4,18.26,22.1,24.79,5.11,5.86,6.53,2.69,10.97,12.39
6.65,12.3,18.31,22.15,24.8,5.65,6.01,6.49,2.65,11.66,12.5
,12.6,,,24.8,,,,,,12.2
6.75,12.3,18.32,22.15,24.8,5.55,6.02,6.48,2.65,11.57,12.5
7.02,12.8,18.63,22.29,24.8,5.78,5.83,6.17,2.51,11.61,12
6.72,12.3,18.32,22.16,24.81,5.58,6.02,6.49,2.65,11.6,12.51
,12.53,18.49,22.24,24.81,,5.96,6.32,2.57,,12.28
6.68,12.2,18.19,22.09,24.81,5.52,5.99,6.62,2.72,11.51,12.61
,12.55,,,24.81,,,,,,12.26
7.08,12.79,18.53,22.23,24.81,5.71,5.74,6.28,2.58,11.45,12.02
6.27,12.42,18.37,22.18,24.81,6.15,5.95,6.44,2.63,12.1,12.39
6.84,12.49,18.42,22.2,24.81,5.65,5.93,6.39,2.61,11.58,12.32
6.81,12.44,18.38,22.18,24.81,5.63,5.94,6.43,2.63,11.57,12.37
6.78,12.42,18.34,22.16,24.81,5.64,5.92,6.47,2.65,11.56,12.39
,12.53,,,24.82,,,,,,12.29
6.71,12.25,18.22,22.11,24.83,5.54,5.97,6.61,2.72,11.51,12.58
6.94,12.5,18.37,22.18,24.83,5.56,5.87,6.46,2.65,11.43,12.33
6.79,12.55,18.47,22.23,24.83,5.76,5.92,6.36,2.6,11.68,12.28
6.86,12.49,18.41,22.21,24.84,5.63,5.92,6.43,2.63,11.55,12.35
,12.82,18.65,22.33,24.86,,5.83,6.21,2.53,,12.04
,12.65,18.52,22.27,24.86,,5.87,6.34,2.59,,12.21
6.77,12.46,18.46,22.26,24.88,5.69,6,6.42,2.62,11.69,12.42
,12.78,18.67,22.36,24.89,,5.89,6.22,2.53,,12.11
6.36,12.54,18.47,22.26,24.89,6.18,5.93,6.42,2.63,12.11,12.35
6.27,12.45,18.4,22.23,24.89,6.18,5.95,6.49,2.66,12.13,12.44
6.79,12.47,18.43,22.25,24.89,5.68,5.96,6.46,2.64,11.64,12.42
6.73,12.44,18.42,22.24,24.89,5.71,5.98,6.47,2.65,11.69,12.45
6.75,12.41,18.49,22.3,24.9,5.66,6.08,6.41,2.6,11.74,12.49
6.78,12.45,18.49,22.29,24.9,5.67,6.04,6.41,2.61,11.71,12.45
6.33,12.49,18.39,22.22,24.9,6.16,5.9,6.51,2.68,12.06,12.41
6.87,12.56,18.5,22.28,24.9,5.69,5.94,6.4,2.62,11.63,12.34
6.88,12.6,18.59,22.34,24.9,5.72,5.99,6.31,2.56,11.71,12.3
6.82,12.43,18.39,22.23,24.91,5.61,5.96,6.52,2.68,11.57,12.48
,12.58,,,24.91,,,,,,12.33
6.85,12.67,18.49,22.27,24.91,5.82,5.82,6.42,2.64,11.64,12.24
,12.76,,,24.92,,,,,,12.16
6.88,12.63,18.55,22.32,24.92,5.75,5.92,6.37,2.6,11.67,12.29
6.95,12.68,18.59,22.34,24.92,5.73,5.91,6.33,2.58,11.64,12.24
6.77,12.46,18.46,22.28,24.92,5.69,6,6.46,2.64,11.69,12.46
,12.87,,,24.93,,,,,,12.06
6.68,12.37,18.48,22.31,24.93,5.69,6.11,6.45,2.62,11.8,12.56
6.94,12.53,18.45,22.27,24.93,5.59,5.92,6.48,2.66,11.51,12.4
7.06,12.91,18.74,22.42,24.94,5.85,5.83,6.2,2.52,11.68,12.03
6.79,12.45,18.41,22.26,24.94,5.66,5.96,6.53,2.68,11.62,12.49
,12.47,18.41,22.26,24.95,,5.94,6.54,2.69,,12.48
7.42,12.5,18.35,22.22,24.95,5.08,5.85,6.6,2.73,10.93,12.45
,12.73,18.61,22.36,24.96,,5.88,6.35,2.6,,12.23
,12.61,,,24.96,,,,,,12.35
6.82,12.48,18.54,22.35,24.97,5.66,6.06,6.43,2.62,11.72,12.49
6.72,12.35,18.38,22.27,24.97,5.63,6.03,6.59,2.7,11.66,12.62
6.99,12.84,18.61,22.36,24.99,5.85,5.77,6.38,2.63,11.62,12.15
,12.76,,,24.99,,,,,,12.23
6.75,12.34,18.35,22.26,24.99,5.59,6.01,6.64,2.73,11.6,12.65
6.92,12.52,18.47,22.31,24.99,5.6,5.95,6.52,2.68,11.55,12.47
6.86,12.34,,,25.01,5.48,,,,,12.67
7.01,12.77,18.67,22.42,25.01,5.76,5.9,6.34,2.59,11.66,12.24
6.83,12.39,18.41,22.31,25.02,5.56,6.02,6.61,2.71,11.58,12.63
,12.64,18.57,22.38,25.02,,5.93,6.45,2.64,,12.38
6.72,12.39,18.3,22.23,25.02,5.67,5.91,6.72,2.79,11.58,12.63
,12.79,,,25.03,,,,,,12.24
6.73,12.31,18.32,22.27,25.04,5.58,6.01,6.72,2.77,11.59,12.73
,12.67,,,25.04,,,,,,12.37
,12.67,,,25.04,,,,,,12.37
6.75,12.44,18.46,22.35,25.06,5.69,6.02,6.6,2.71,11.71,12.62
6.95,12.61,,,25.07,5.66,,,,,12.46
